,id,gender_male,gender_female,age_<=18,age_19-29,age_30-39,age_>=40,org_non-org,org_is-org
2608,1569044898006945792,0.0023017193,0.99769825,0.026464898,0.15446736,0.26349097,0.5555768,0.9906927,0.009307353
2609,1569116742005268481,0.0027817253,0.99721825,0.003113922,0.015160768,0.018056957,0.9636684,0.99670213,0.0032978926
2610,1569112731504246785,0.53851813,0.46148193,1.5326564e-06,1.2572384e-06,7.0603314e-06,0.9999901,0.99930453,0.00069542986
2611,1569110562520600576,0.99539196,0.004608039,0.00053569867,0.0007114174,0.004193318,0.9945596,0.9276346,0.0723654
2612,1569095734720622592,0.9981651,0.0018350058,0.07958829,0.12786314,0.030221948,0.76232654,0.9998696,0.00013044114
2613,1569148921355583490,0.99839467,0.0016052809,1.5457197e-06,1.9905572e-06,8.793368e-06,0.9999877,0.99911135,0.0008886377
2614,1569175826272231425,0.9978903,0.0021096966,0.029404785,0.2625956,0.5773765,0.13062312,0.98799485,0.012005088
2615,1569173810267537408,0.0022500032,0.99775,0.045244955,0.1492711,0.027319446,0.7781645,0.99624276,0.0037572607
2616,1569173617300193280,0.0022500032,0.99775,0.045244955,0.1492711,0.027319446,0.7781645,0.99624276,0.0037572607
2617,1569173320053964800,0.0022500032,0.99775,0.045244955,0.1492711,0.027319446,0.7781645,0.99624276,0.0037572607
2618,1569173253708455936,0.002250001,0.99775,0.045244996,0.1492711,0.02731945,0.77816445,0.99624276,0.0037572626
2619,1569173202911334404,0.0022500032,0.99775,0.045244955,0.1492711,0.027319446,0.7781645,0.99624276,0.0037572607
2620,1569172842368958464,0.0022500032,0.99775,0.045244955,0.1492711,0.027319446,0.7781645,0.99624276,0.0037572607
2621,1569310577763274752,0.89788985,0.102110125,0.08089007,0.23458678,0.059390616,0.6251325,0.99806124,0.0019388085
2622,1569374136878747649,0.9998387,0.00016126476,0.0011024259,0.012953549,0.023167476,0.9627766,0.99718446,0.0028155001
2623,1569437716588425217,0.15439282,0.84560716,0.009591255,0.1291115,0.7943995,0.06689777,0.98773265,0.01226734
2624,1569432194904633344,0.99947256,0.0005274505,0.00040977806,0.0012655742,0.99641246,0.0019122408,0.99172825,0.008271751
2625,1569428390872240129,0.99921334,0.00078659743,0.020815486,0.055349197,0.07083494,0.8530004,0.993049,0.00695093
2626,1569462670230945793,0.00035598848,0.99964404,0.0003102001,0.0007724095,0.0058003133,0.9931171,0.99846065,0.0015393493
2627,1569496987053035520,0.99942255,0.0005774461,8.083657e-06,6.690734e-05,0.0037962047,0.9961288,0.9721032,0.027896797
2628,1569487851838128128,0.0027926993,0.99720734,0.0004250986,0.0005272406,0.0013377405,0.9977099,0.9991264,0.0008736878
2629,1569624496516251649,0.99842334,0.00157663,0.04073731,0.23489545,0.70043004,0.023937132,0.99329937,0.006700558
2630,1569623490696990720,0.99842334,0.00157663,0.04073731,0.23489548,0.70043004,0.023937132,0.99329937,0.006700558
2631,1569713521331679234,0.9994073,0.0005926916,2.0735158e-06,3.5171563e-06,6.0716907e-06,0.9999883,0.9993765,0.0006235892
2632,1569688294169927681,0.9973786,0.0026213785,0.16579142,0.54374844,0.21652956,0.073930554,0.997389,0.0026110017
2633,1569683039109713923,0.998928,0.001071934,0.09194488,0.7700791,0.08756819,0.050407812,0.99920744,0.00079254404
2634,1569758493833576450,0.0003866341,0.99961334,9.154896e-05,0.0014548799,0.0022859492,0.9961676,0.9996338,0.00036618087
2635,1569812526723899392,0.62842333,0.3715767,0.034677792,0.04643118,0.024377588,0.8945135,0.9947083,0.005291627
2636,1569786086775488512,0.9988391,0.0011609597,0.004684845,0.036468808,0.026125008,0.9327213,0.9983646,0.0016353717
2637,1569776928281837568,0.99900514,0.0009949267,0.030091818,0.030144332,0.04184528,0.89791864,0.9894126,0.010587429
2638,1569848233052246017,0.99966717,0.000332819,7.99877e-08,9.9000594e-08,2.4207188e-07,0.9999995,0.99799854,0.0020014846
2639,1569842122030813188,0.9944694,0.0055305758,0.056299698,0.31851128,0.32802996,0.2971591,0.99834764,0.0016523587
2640,1569829944024526848,0.98777616,0.012223882,0.9156359,0.06893389,0.014074081,0.0013560738,0.98497653,0.015023467
2641,1569828739034525696,0.97072554,0.029274512,0.16032672,0.17184842,0.52531826,0.14250661,0.9740791,0.025920987
2642,1569824341730140160,0.97072554,0.029274512,0.16032672,0.17184842,0.52531826,0.14250661,0.9740791,0.025920987
2643,1569819224067162113,0.00055305427,0.9994469,0.00020029087,0.00011148461,0.000901931,0.9987863,0.9984236,0.0015764199
2644,1569917444562763777,0.0023686443,0.9976313,5.24338e-05,0.00020470306,0.0006820228,0.9990608,0.9873984,0.012601556
2645,1569884812483371008,0.9976185,0.0023814724,0.0032177719,0.019300077,0.0035512985,0.9739309,0.98421496,0.015784975
2646,1569867980082757632,0.9999509,4.916364e-05,0.017001154,0.6340933,0.14242266,0.20648299,0.99564916,0.004350826
2647,1570036044187455490,0.96375096,0.036249083,0.67077506,0.1869761,0.052093178,0.090155676,0.98831683,0.0116832
2648,1570028023768023043,0.96375096,0.036249083,0.67077506,0.1869761,0.052093178,0.090155676,0.98831683,0.0116832
2649,1570026272813637632,0.99807894,0.0019210964,0.004276222,0.0062740506,0.008727112,0.9807226,0.99935764,0.00064240594
2650,1570024592244199425,0.06924682,0.93075323,0.0042758067,0.9616603,0.03286422,0.0011997155,0.99027413,0.009725868
2651,1570009177572909056,0.9998122,0.00018779974,0.0007381727,0.0041246596,0.0028671252,0.99227,0.99473333,0.0052666594
2652,1570061520909869061,0.0038563032,0.9961437,0.020776568,0.07225136,0.864812,0.04216001,0.9999422,5.784015e-05
2653,1570061363610894338,0.48686418,0.51313585,0.08676412,0.63193196,0.24093486,0.040369086,0.9841928,0.015807185
2654,1570054413879754752,0.99792564,0.0020743634,0.011277367,0.07644,0.2507483,0.6615343,0.99613214,0.0038678732
2655,1570046021278777346,0.0009931468,0.9990069,0.0009933332,0.000573663,0.019936934,0.97849613,0.99821967,0.0017802938
2656,1570039232797806593,0.00090113934,0.9990989,0.71967536,0.1871187,0.011556715,0.08164925,0.9996325,0.0003674874
2657,1570098947305119745,0.99627423,0.0037258288,0.17562282,0.4172073,0.08279442,0.32437548,0.9991184,0.0008816549
2658,1570149950859923456,0.99327046,0.0067295134,0.0026434518,0.0049798926,0.0061452314,0.9862314,0.99594903,0.00405092
2659,1570145434345013248,0.9999821,1.7938575e-05,3.4308234e-06,0.00030657687,0.9995023,0.00018771844,0.9965269,0.0034731205
2660,1570140054609084416,0.0012227468,0.9987772,1.9521745e-05,1.7772514e-05,0.00016571753,0.99979705,0.99827456,0.0017254313
2661,1570138793587376135,0.002565633,0.99743444,0.049343575,0.084967285,0.01539477,0.85029435,0.99926716,0.00073280145
2662,1570133031863701507,0.006960172,0.99303985,0.0022435419,0.0331314,0.8207898,0.14383522,0.99809176,0.0019081823
